## [iView]
## Converted from:	C:\Users\iView X\Desktop\Results\social_stim\soc_002-[b3d6a544-86ff-41a2-94fd-602cf00fc08c]\soc_002-eye_data.idf
## Date:	14.03.2016 13:02:50
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	30
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	4878                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	soc_002                                                                                                                                                                                                                                                         
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1280	1024
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1044601-1524//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Stimulus
1282167219	SMP	1	544.44	413.04	0	0	Faces_Plus_3_low.avi
1282200557	SMP	1	0	0	537.66	363.07	Faces_Plus_3_low.avi
1282233891	SMP	1	0	0	534.2	390.36	Faces_Plus_3_low.avi
1282267224	SMP	1	0	0	533.62	384.16	Faces_Plus_3_low.avi
1282300619	SMP	1	539.34	400.03	0	0	Faces_Plus_3_low.avi
1282333885	SMP	1	531	376.12	0	0	Faces_Plus_3_low.avi
1282367188	SMP	1	0	0	530.9	386.01	Faces_Plus_3_low.avi
1282400608	SMP	1	537.49	410.41	0	0	Faces_Plus_3_low.avi
1282433860	SMP	1	540.76	368.82	0	0	Faces_Plus_3_low.avi
1282467196	SMP	1	0	0	529.18	390.63	Faces_Plus_3_low.avi
1282500529	SMP	1	538.91	457.86	0	0	Faces_Plus_3_low.avi
1282533857	SMP	1	0	0	530.46	390.3	Faces_Plus_3_low.avi
1282567189	SMP	1	0	0	533.13	390.29	Faces_Plus_3_low.avi
1282600519	SMP	1	0	0	539.11	393.89	Faces_Plus_3_low.avi
1282633855	SMP	1	0	0	522	380.27	Faces_Plus_3_low.avi
1282667188	SMP	1	536.78	385.99	0	0	Faces_Plus_3_low.avi
1282700519	SMP	1	0	0	532.84	392.82	Faces_Plus_3_low.avi
1282733853	SMP	1	0	0	0	0	Faces_Plus_3_low.avi
1282767142	SMP	1	0	0	525.12	393.29	Faces_Plus_3_low.avi
1282800478	SMP	1	0	0	0	0	Faces_Plus_3_low.avi
1282833856	SMP	1	525.58	419.18	0	0	Faces_Plus_3_low.avi
1282867142	SMP	1	0	0	525.56	396.86	Faces_Plus_3_low.avi
1282900539	SMP	1	0	0	523.17	397.83	Faces_Plus_3_low.avi
1282933800	SMP	1	0	0	514.8	389.97	Faces_Plus_3_low.avi
1282967145	SMP	1	0	0	0	0	Faces_Plus_3_low.avi
1283000470	SMP	1	0	0	506.74	386.12	Faces_Plus_3_low.avi
1283033805	SMP	1	503.1	376.03	0	0	Faces_Plus_3_low.avi
1283067148	SMP	1	0	0	503.01	398.16	Faces_Plus_3_low.avi
1283100580	SMP	1	0	0	493.8	381.97	Faces_Plus_3_low.avi
1283133808	SMP	1	0	0	491.45	387.23	Faces_Plus_3_low.avi
1283167148	SMP	1	0	0	495.87	378.49	Faces_Plus_3_low.avi
1283200440	SMP	1	0	0	487.93	374.67	Faces_Plus_3_low.avi
1283233771	SMP	1	0	0	492.38	379.08	Faces_Plus_3_low.avi
1283267111	SMP	1	0	0	474.16	378.68	Faces_Plus_3_low.avi
1283300463	SMP	1	0	0	472.03	370.7	Faces_Plus_3_low.avi
1283333766	SMP	1	0	0	383.21	365.98	Faces_Plus_3_low.avi
1283367095	SMP	1	0	0	365.93	372.82	Faces_Plus_3_low.avi
1283400427	SMP	1	0	0	378.91	368.91	Faces_Plus_3_low.avi
1283433778	SMP	1	377.71	408.76	0	0	Faces_Plus_3_low.avi
1283467098	SMP	1	0	0	363.3	362.88	Faces_Plus_3_low.avi
1283500491	SMP	1	351.47	369.23	0	0	Faces_Plus_3_low.avi
1283533759	SMP	1	493.87	389.73	0	0	Faces_Plus_3_low.avi
1283567154	SMP	1	0	0	511.55	415.59	Faces_Plus_3_low.avi
1283600398	SMP	1	0	0	511.58	403.64	Faces_Plus_3_low.avi
1283633726	SMP	1	0	0	547.36	458.74	Faces_Plus_3_low.avi
1283667065	SMP	1	0	0	538.84	420.89	Faces_Plus_3_low.avi
1283700476	SMP	1	0	0	539.03	441.61	Faces_Plus_3_low.avi
1283733727	SMP	1	0	0	540.15	438.9	Faces_Plus_3_low.avi
1283767064	SMP	1	0	0	535.48	464.51	Faces_Plus_3_low.avi
1283800394	SMP	1	0	0	542.4	468.12	Faces_Plus_3_low.avi
1283833727	SMP	1	0	0	0	0	Faces_Plus_3_low.avi
1283867066	SMP	1	0	0	535.96	448.38	Faces_Plus_3_low.avi
1283900436	SMP	1	0	0	530.47	482.65	Faces_Plus_3_low.avi
1283933721	SMP	1	0	0	530.44	465.01	Faces_Plus_3_low.avi
1283967176	SMP	1	0	0	526.13	455.32	Faces_Plus_3_low.avi
1284000349	SMP	1	0	0	0	0	Faces_Plus_3_low.avi
1284033689	SMP	1	484.38	418.69	0	0	Faces_Plus_3_low.avi
1284067021	SMP	1	0	0	525.96	480.3	Faces_Plus_3_low.avi
1284100407	SMP	1	0	0	523.65	456.59	Faces_Plus_3_low.avi
1284133681	SMP	1	0	0	520.79	457.73	Faces_Plus_3_low.avi
1284167013	SMP	1	0	0	513.98	460.88	Faces_Plus_3_low.avi
1284200373	SMP	1	478.25	437.77	0	0	Faces_Plus_3_low.avi
1284233686	SMP	1	469.14	461.08	0	0	Faces_Plus_3_low.avi
1284267032	SMP	1	477.09	439.08	0	0	Faces_Plus_3_low.avi
1284300400	SMP	1	470.73	441.18	0	0	Faces_Plus_3_low.avi
1284333674	SMP	1	0	0	511.21	457.71	Faces_Plus_3_low.avi
1284367052	SMP	1	466.63	432.06	0	0	Faces_Plus_3_low.avi
1284400310	SMP	1	463.65	418.77	0	0	Faces_Plus_3_low.avi
1284433768	SMP	1	0	0	719.37	333.66	Faces_Plus_3_low.avi
1284466995	SMP	1	0	0	826.1	156.69	Faces_Plus_3_low.avi
1284501490	SMP	1	848.77	227.11	0	0	Faces_Plus_3_low.avi
1284533639	SMP	1	854.12	152.02	0	0	Faces_Plus_3_low.avi
1284566983	SMP	1	0	0	841.14	149.28	Faces_Plus_3_low.avi
1284600305	SMP	1	857.39	139.35	0	0	Faces_Plus_3_low.avi
1284633646	SMP	1	853.7	139.76	0	0	Faces_Plus_3_low.avi
1284666977	SMP	1	849.57	158.12	0	0	Faces_Plus_3_low.avi
1284700350	SMP	1	852.38	128.4	0	0	Faces_Plus_3_low.avi
1284733635	SMP	1	854.05	161.48	0	0	Faces_Plus_3_low.avi
1284767020	SMP	1	862.38	221.13	0	0	Faces_Plus_3_low.avi
1284800269	SMP	1	864.22	207.27	0	0	Faces_Plus_3_low.avi
1284833609	SMP	1	870.24	259.38	0	0	Faces_Plus_3_low.avi
1284866940	SMP	1	873.29	219.01	0	0	Faces_Plus_3_low.avi
1284900325	SMP	1	879.01	310.11	0	0	Faces_Plus_3_low.avi
1284933688	SMP	1	893.05	267.5	0	0	Faces_Plus_3_low.avi
1284966931	SMP	1	888.1	232.78	0	0	Faces_Plus_3_low.avi
1285000272	SMP	1	883.87	253.63	0	0	Faces_Plus_3_low.avi
1285033595	SMP	1	891.54	301.26	0	0	Faces_Plus_3_low.avi
1285066934	SMP	1	0	0	881.08	304.58	Faces_Plus_3_low.avi
1285100326	SMP	1	0	0	881.91	272.51	Faces_Plus_3_low.avi
1285133595	SMP	1	0	0	887.17	283.25	Faces_Plus_3_low.avi
1285166921	SMP	1	0	0	888.27	269.23	Faces_Plus_3_low.avi
1285200232	SMP	1	895.02	254.24	0	0	Faces_Plus_3_low.avi
1285233564	SMP	1	890.6	266.93	0	0	Faces_Plus_3_low.avi
1285266897	SMP	1	904.6	237.76	0	0	Faces_Plus_3_low.avi
1285300231	SMP	1	0	0	891.01	261.32	Faces_Plus_3_low.avi
1285333555	SMP	1	912.72	245.87	0	0	Faces_Plus_3_low.avi
1285366891	SMP	1	0	0	899.6	248.75	Faces_Plus_3_low.avi
1285400224	SMP	1	0	0	901.56	232.48	Faces_Plus_3_low.avi
1285433555	SMP	1	0	0	906.6	208.65	Faces_Plus_3_low.avi
1285466903	SMP	1	910.65	227.66	0	0	Faces_Plus_3_low.avi
1285500300	SMP	1	0	0	947.92	184.2	Faces_Plus_3_low.avi
1285533594	SMP	1	0	0	992.67	221.43	Faces_Plus_3_low.avi
1285566884	SMP	1	0	0	970.13	206.54	Faces_Plus_3_low.avi
1285600189	SMP	1	1023.49	218.75	0	0	Faces_Plus_3_low.avi
1285633514	SMP	1	983.94	186.92	0	0	Faces_Plus_3_low.avi
1285666856	SMP	1	987.78	187.38	0	0	Faces_Plus_3_low.avi
1285700293	SMP	1	996.78	201.98	0	0	Faces_Plus_3_low.avi
1285733526	SMP	1	1005.86	182.37	0	0	Faces_Plus_3_low.avi
1285766850	SMP	1	0	0	990.55	191.98	Faces_Plus_3_low.avi
1285800180	SMP	1	0	0	988.53	187.01	Faces_Plus_3_low.avi
1285833516	SMP	1	0	0	995.09	197.8	Faces_Plus_3_low.avi
1285866847	SMP	1	0	0	991.89	206	Faces_Plus_3_low.avi
1285900249	SMP	1	0	0	994.23	197.12	Faces_Plus_3_low.avi
1285933504	SMP	1	1000.65	181.66	0	0	Faces_Plus_3_low.avi
1285966841	SMP	1	1002.72	181.2	0	0	Faces_Plus_3_low.avi
1286000145	SMP	1	0	0	996.25	181.36	Faces_Plus_3_low.avi
1286033472	SMP	1	997.2	179.97	0	0	Faces_Plus_3_low.avi
1286066853	SMP	1	0	0	996.29	187.47	Faces_Plus_3_low.avi
1286100204	SMP	1	0	0	995.56	176.75	Faces_Plus_3_low.avi
1286133477	SMP	1	1003.11	158.92	0	0	Faces_Plus_3_low.avi
1286166802	SMP	1	1005.91	158.69	0	0	Faces_Plus_3_low.avi
1286200149	SMP	1	1004.39	171.2	0	0	Faces_Plus_3_low.avi
1286233470	SMP	1	1001.71	167.66	0	0	Faces_Plus_3_low.avi
1286266812	SMP	1	0	0	847.32	183.85	Faces_Plus_3_low.avi
1286300187	SMP	1	0	0	587.86	301.94	Faces_Plus_3_low.avi
1286333466	SMP	1	0	0	478.51	311.73	Faces_Plus_3_low.avi
1286366800	SMP	1	0	0	0	0	Faces_Plus_3_low.avi
1286400132	SMP	1	0	0	478.39	311.85	Faces_Plus_3_low.avi
1286433535	SMP	1	0	0	484.44	319.32	Faces_Plus_3_low.avi
1286466771	SMP	1	0	0	494.69	324.15	Faces_Plus_3_low.avi
1286500767	SMP	1	0	0	484.23	308.97	Faces_Plus_3_low.avi
1286533426	SMP	1	0	0	486.33	318.46	Faces_Plus_3_low.avi
1286566838	SMP	1	0	0	480.93	332.44	Faces_Plus_3_low.avi
1286600093	SMP	1	0	0	471.87	325.87	Faces_Plus_3_low.avi
1286633427	SMP	1	0	0	469.57	362.63	Faces_Plus_3_low.avi
1286666767	SMP	1	0	0	467.33	373.47	Faces_Plus_3_low.avi
1286700259	SMP	1	0	0	465.81	377.53	Faces_Plus_3_low.avi
1286733426	SMP	1	0	0	470.36	391.29	Faces_Plus_3_low.avi
1286766758	SMP	1	0	0	469.21	402.66	Faces_Plus_3_low.avi
1286800058	SMP	1	0	0	458.33	421.87	Faces_Plus_3_low.avi
1286833390	SMP	1	0	0	455.34	445.27	Faces_Plus_3_low.avi
1286866728	SMP	1	0	0	447.05	432.65	Faces_Plus_3_low.avi
1286900122	SMP	1	0	0	455.94	446.43	Faces_Plus_3_low.avi
1286933412	SMP	1	0	0	449.98	428.9	Faces_Plus_3_low.avi
1286966769	SMP	1	0	0	455.4	444.35	Faces_Plus_3_low.avi
1287000055	SMP	1	0	0	455.34	457.62	Faces_Plus_3_low.avi
1287033390	SMP	1	0	0	453.17	458.49	Faces_Plus_3_low.avi
1287066724	SMP	1	0	0	0	0	Faces_Plus_3_low.avi
1287100103	SMP	1	0	0	443.33	474.36	Faces_Plus_3_low.avi
1287133387	SMP	1	0	0	0	0	Faces_Plus_3_low.avi
1287166717	SMP	1	0	0	449.99	479.86	Faces_Plus_3_low.avi
1287200016	SMP	1	389.69	449.24	0	0	Faces_Plus_3_low.avi
1287233350	SMP	1	0	0	451.16	463.34	Faces_Plus_3_low.avi
1287266679	SMP	1	416.02	438.2	0	0	Faces_Plus_3_low.avi
1287300083	SMP	1	424.33	447.2	0	0	Faces_Plus_3_low.avi
1287333347	SMP	1	421.79	433.84	0	0	Faces_Plus_3_low.avi
1287366676	SMP	1	0	0	451.76	465.27	Faces_Plus_3_low.avi
1287400018	SMP	1	0	0	459.15	470.27	Faces_Plus_3_low.avi
1287433342	SMP	1	0	0	462.89	470.67	Faces_Plus_3_low.avi
1287466679	SMP	1	429.76	431.67	0	0	Faces_Plus_3_low.avi
1287500098	SMP	1	411.24	422.75	0	0	Faces_Plus_3_low.avi
1287533337	SMP	1	410.37	406.8	0	0	Faces_Plus_3_low.avi
1287566674	SMP	1	404.93	398.05	0	0	Faces_Plus_3_low.avi
1287599977	SMP	1	0	0	444.99	471.84	Faces_Plus_3_low.avi
1287633304	SMP	1	0	0	437.72	471.87	Faces_Plus_3_low.avi
1287666641	SMP	1	0	0	440.39	466.33	Faces_Plus_3_low.avi
1287700054	SMP	1	0	0	425.6	460.86	Faces_Plus_3_low.avi
1287733301	SMP	1	0	0	430.9	443.25	Faces_Plus_3_low.avi
1287766645	SMP	1	0	0	430.29	420.53	Faces_Plus_3_low.avi
1287799972	SMP	1	0	0	435.32	460.05	Faces_Plus_3_low.avi
1287833303	SMP	1	0	0	422.14	455.52	Faces_Plus_3_low.avi
1287866642	SMP	1	0	0	421.99	459.61	Faces_Plus_3_low.avi
1287900059	SMP	1	0	0	418.39	459.34	Faces_Plus_3_low.avi
1287933297	SMP	1	0	0	416.55	457.03	Faces_Plus_3_low.avi
1287966672	SMP	1	0	0	416.18	439.88	Faces_Plus_3_low.avi
1287999942	SMP	1	0	0	417.39	441.64	Faces_Plus_3_low.avi
1288033265	SMP	1	0	0	409.58	425.5	Faces_Plus_3_low.avi
1288066602	SMP	1	0	0	409.01	429.63	Faces_Plus_3_low.avi
1288099995	SMP	1	0	0	409.13	441.29	Faces_Plus_3_low.avi
1288133272	SMP	1	389.5	419.76	0	0	Faces_Plus_3_low.avi
1288166595	SMP	1	0	0	413.81	467.37	Faces_Plus_3_low.avi
1288199924	SMP	1	0	0	418.9	455.52	Faces_Plus_3_low.avi
1288233325	SMP	1	0	0	417.55	436.13	Faces_Plus_3_low.avi
1288266595	SMP	1	0	0	420.39	440.43	Faces_Plus_3_low.avi
1288300001	SMP	1	0	0	430.42	449.28	Faces_Plus_3_low.avi
1288333269	SMP	1	391.98	439.25	0	0	Faces_Plus_3_low.avi
1288366588	SMP	1	401.3	410.58	0	0	Faces_Plus_3_low.avi
1288400205	SMP	1	0	0	423.7	444.21	Faces_Plus_3_low.avi
1288433303	SMP	1	0	0	428.1	450.99	Faces_Plus_3_low.avi
1288466561	SMP	1	401.49	428.13	0	0	Faces_Plus_3_low.avi
1288499892	SMP	1	0	0	433.1	448.84	Faces_Plus_3_low.avi
1288533287	SMP	1	0	0	435.26	438.01	Faces_Plus_3_low.avi
1289099831	SMP	1	0	0	441.13	422.7	Faces_Pure_2_low.avi
1289133220	SMP	1	0	0	432.6	429.85	Faces_Pure_2_low.avi
1289166532	SMP	1	0	0	441.59	422.65	Faces_Pure_2_low.avi
1289199816	SMP	1	401.96	416.53	0	0	Faces_Pure_2_low.avi
1289233360	SMP	1	403.44	417.84	0	0	Faces_Pure_2_low.avi
1289266470	SMP	1	404.93	418.88	0	0	Faces_Pure_2_low.avi
1289299810	SMP	1	0	0	437.15	416.58	Faces_Pure_2_low.avi
1289333137	SMP	1	406.54	429.55	0	0	Faces_Pure_2_low.avi
1289366473	SMP	1	0	0	443.5	379.31	Faces_Pure_2_low.avi
1289399813	SMP	1	0	0	441.36	328.11	Faces_Pure_2_low.avi
1289433171	SMP	1	405.33	382.43	0	0	Faces_Pure_2_low.avi
1289466558	SMP	1	0	0	421.27	317.29	Faces_Pure_2_low.avi
1289499799	SMP	1	0	0	438.4	298.92	Faces_Pure_2_low.avi
1289533137	SMP	1	0	0	429.83	308.3	Faces_Pure_2_low.avi
1289566466	SMP	1	0	0	432.58	349.62	Faces_Pure_2_low.avi
1289599767	SMP	1	403.07	297.27	0	0	Faces_Pure_2_low.avi
1289633102	SMP	1	0	0	424.96	193.83	Faces_Pure_2_low.avi
1289666426	SMP	1	400.11	306.39	0	0	Faces_Pure_2_low.avi
1289699758	SMP	1	0	0	429.64	314.42	Faces_Pure_2_low.avi
1289733097	SMP	1	396.72	294.42	0	0	Faces_Pure_2_low.avi
1289766434	SMP	1	394.09	280.47	0	0	Faces_Pure_2_low.avi
1289799765	SMP	1	0	0	421.69	296.87	Faces_Pure_2_low.avi
1289833105	SMP	1	379.15	268.43	0	0	Faces_Pure_2_low.avi
1289866424	SMP	1	0	0	404.83	187.04	Faces_Pure_2_low.avi
1289899757	SMP	1	0	0	411.23	264.96	Faces_Pure_2_low.avi
1289933084	SMP	1	0	0	392.57	260.74	Faces_Pure_2_low.avi
1289966418	SMP	1	0	0	397.94	242.74	Faces_Pure_2_low.avi
1289999736	SMP	1	0	0	388.82	237.69	Faces_Pure_2_low.avi
1290033089	SMP	1	381.36	276.62	0	0	Faces_Pure_2_low.avi
1290066387	SMP	1	380.41	263.73	0	0	Faces_Pure_2_low.avi
1290099720	SMP	1	375.64	257.22	0	0	Faces_Pure_2_low.avi
1290133051	SMP	1	0	0	383.85	225.56	Faces_Pure_2_low.avi
1290166388	SMP	1	0	0	383.4	210.42	Faces_Pure_2_low.avi
1290199722	SMP	1	0	0	388.41	254.8	Faces_Pure_2_low.avi
1290233046	SMP	1	0	0	388.02	234.37	Faces_Pure_2_low.avi
1290266422	SMP	1	364.44	270.02	0	0	Faces_Pure_2_low.avi
1290299713	SMP	1	0	0	379.23	237.56	Faces_Pure_2_low.avi
1290333088	SMP	1	0	0	376.51	234.31	Faces_Pure_2_low.avi
1290366383	SMP	1	360.98	256.84	0	0	Faces_Pure_2_low.avi
1290399695	SMP	1	363.92	240.08	0	0	Faces_Pure_2_low.avi
1290433014	SMP	1	0	0	373.59	229.96	Faces_Pure_2_low.avi
1290466357	SMP	1	358.74	216.18	0	0	Faces_Pure_2_low.avi
1290499678	SMP	1	0	0	368.94	224.88	Faces_Pure_2_low.avi
1290533046	SMP	1	354.46	222.42	0	0	Faces_Pure_2_low.avi
1290566349	SMP	1	353.71	234.89	0	0	Faces_Pure_2_low.avi
1290599692	SMP	1	0	0	365.42	224.08	Faces_Pure_2_low.avi
1290633006	SMP	1	0	0	367.69	237.56	Faces_Pure_2_low.avi
1290666343	SMP	1	347.93	228.5	0	0	Faces_Pure_2_low.avi
1290699675	SMP	1	347.21	238.48	0	0	Faces_Pure_2_low.avi
1290733070	SMP	1	344.41	223.38	0	0	Faces_Pure_2_low.avi
1290766339	SMP	1	341.36	264.04	0	0	Faces_Pure_2_low.avi
1290799642	SMP	1	344.02	221.24	0	0	Faces_Pure_2_low.avi
1290833000	SMP	1	0	0	366.78	230.47	Faces_Pure_2_low.avi
1290866298	SMP	1	341.66	226.66	0	0	Faces_Pure_2_low.avi
1290899643	SMP	1	336.69	230.22	0	0	Faces_Pure_2_low.avi
1290932971	SMP	1	335.37	266.22	0	0	Faces_Pure_2_low.avi
1290966405	SMP	1	508.94	213.63	0	0	Faces_Pure_2_low.avi
1290999645	SMP	1	612.99	226.85	0	0	Faces_Pure_2_low.avi
1291033014	SMP	1	621.9	197.76	0	0	Faces_Pure_2_low.avi
1291066294	SMP	1	619.96	228.23	0	0	Faces_Pure_2_low.avi
1291099632	SMP	1	625.15	198.94	0	0	Faces_Pure_2_low.avi
1291133010	SMP	1	617.08	240.89	0	0	Faces_Pure_2_low.avi
1291166300	SMP	1	617.89	225.7	0	0	Faces_Pure_2_low.avi
1291199678	SMP	1	615.82	235.14	0	0	Faces_Pure_2_low.avi
1291232978	SMP	1	619.41	230.79	0	0	Faces_Pure_2_low.avi
1291266270	SMP	1	623.75	171.29	0	0	Faces_Pure_2_low.avi
1291299601	SMP	1	693.71	200.57	0	0	Faces_Pure_2_low.avi
1291332967	SMP	1	669.62	218.33	0	0	Faces_Pure_2_low.avi
1291366267	SMP	1	713.48	218.75	0	0	Faces_Pure_2_low.avi
1291399602	SMP	1	714.3	215.85	0	0	Faces_Pure_2_low.avi
1291432958	SMP	1	713.37	220.59	0	0	Faces_Pure_2_low.avi
1291466250	SMP	1	697.64	218.99	0	0	Faces_Pure_2_low.avi
1291499575	SMP	1	717.81	201.1	0	0	Faces_Pure_2_low.avi
1291532965	SMP	1	712.07	210.73	0	0	Faces_Pure_2_low.avi
1291566252	SMP	1	0	0	764.3	179.78	Faces_Pure_2_low.avi
1291599573	SMP	1	716.12	209.06	0	0	Faces_Pure_2_low.avi
1291632934	SMP	1	713.18	208.48	0	0	Faces_Pure_2_low.avi
1291666232	SMP	1	0	0	737.02	171.56	Faces_Pure_2_low.avi
1291699551	SMP	1	342.82	208.15	0	0	Faces_Pure_2_low.avi
1291732922	SMP	1	239.23	206.09	0	0	Faces_Pure_2_low.avi
1291766221	SMP	1	237.19	210.88	0	0	Faces_Pure_2_low.avi
1291799600	SMP	1	229.02	206.11	0	0	Faces_Pure_2_low.avi
1291832885	SMP	1	221.86	205.57	0	0	Faces_Pure_2_low.avi
1291866211	SMP	1	0	0	231.54	183.77	Faces_Pure_2_low.avi
1291899547	SMP	1	226.87	208.09	0	0	Faces_Pure_2_low.avi
1291932927	SMP	1	0	0	214.55	164.26	Faces_Pure_2_low.avi
1291966250	SMP	1	0	0	215.97	165.09	Faces_Pure_2_low.avi
1291999606	SMP	1	348.08	200.25	0	0	Faces_Pure_2_low.avi
1292032869	SMP	1	357.52	207.91	0	0	Faces_Pure_2_low.avi
1292066177	SMP	1	358.29	206.65	0	0	Faces_Pure_2_low.avi
1292099507	SMP	1	362.59	208.78	0	0	Faces_Pure_2_low.avi
1292132884	SMP	1	364.38	206.12	0	0	Faces_Pure_2_low.avi
1292166180	SMP	1	368.2	205.78	0	0	Faces_Pure_2_low.avi
1292199511	SMP	1	368.23	188.89	0	0	Faces_Pure_2_low.avi
1292232961	SMP	1	371.03	203.85	0	0	Faces_Pure_2_low.avi
1292266223	SMP	1	372.75	199.52	0	0	Faces_Pure_2_low.avi
1292299505	SMP	1	372.47	188	0	0	Faces_Pure_2_low.avi
1292332880	SMP	1	372.92	197.9	0	0	Faces_Pure_2_low.avi
1292366183	SMP	1	373.62	199.94	0	0	Faces_Pure_2_low.avi
1292399624	SMP	1	374.19	198.22	0	0	Faces_Pure_2_low.avi
1292432838	SMP	1	374.76	201.28	0	0	Faces_Pure_2_low.avi
1292466258	SMP	1	373.97	199.03	0	0	Faces_Pure_2_low.avi
1292499478	SMP	1	372.71	193.72	0	0	Faces_Pure_2_low.avi
1292532808	SMP	1	0	0	363.97	157.99	Faces_Pure_2_low.avi
1292566140	SMP	1	0	0	366.21	194.64	Faces_Pure_2_low.avi
1292599477	SMP	1	0	0	355.91	164.31	Faces_Pure_2_low.avi
1292632838	SMP	1	0	0	362.56	157.62	Faces_Pure_2_low.avi
1292666124	SMP	1	0	0	367.67	183.23	Faces_Pure_2_low.avi
1292699475	SMP	1	0	0	362.75	166.44	Faces_Pure_2_low.avi
1292732797	SMP	1	0	0	362.22	159.94	Faces_Pure_2_low.avi
1292766130	SMP	1	0	0	359.17	175.42	Faces_Pure_2_low.avi
1292799531	SMP	1	370.92	195.02	0	0	Faces_Pure_2_low.avi
1292832760	SMP	1	0	0	359.21	183.01	Faces_Pure_2_low.avi
1292866097	SMP	1	372.15	190.95	0	0	Faces_Pure_2_low.avi
1292899427	SMP	1	0	0	354.71	173.91	Faces_Pure_2_low.avi
1292932795	SMP	1	0	0	353.53	174.92	Faces_Pure_2_low.avi
1292966198	SMP	1	0	0	357.2	176.46	Faces_Pure_2_low.avi
1292999439	SMP	1	0	0	356.49	197.69	Faces_Pure_2_low.avi
1293032761	SMP	1	0	0	356.33	185.02	Faces_Pure_2_low.avi
1293066081	SMP	1	0	0	355.99	178.55	Faces_Pure_2_low.avi
1293099419	SMP	1	0	0	353.28	182.86	Faces_Pure_2_low.avi
1293132792	SMP	1	0	0	354.77	181.39	Faces_Pure_2_low.avi
1293166088	SMP	1	0	0	604.25	181.47	Faces_Pure_2_low.avi
1293199499	SMP	1	631.31	175.02	0	0	Faces_Pure_2_low.avi
1293232761	SMP	1	641.28	195.36	0	0	Faces_Pure_2_low.avi
1293266057	SMP	1	0	0	649	203.73	Faces_Pure_2_low.avi
1293299385	SMP	1	644.23	197.28	0	0	Faces_Pure_2_low.avi
1293332745	SMP	1	642.72	179.56	0	0	Faces_Pure_2_low.avi
1293366053	SMP	1	0	0	641.28	197.2	Faces_Pure_2_low.avi
1293399392	SMP	1	0	0	720.12	186.24	Faces_Pure_2_low.avi
1293432753	SMP	1	0	0	719.07	201.93	Faces_Pure_2_low.avi
1293466085	SMP	1	652.64	170.82	0	0	Faces_Pure_2_low.avi
1293499378	SMP	1	674.68	180.6	0	0	Faces_Pure_2_low.avi
1293532698	SMP	1	655.26	175.47	0	0	Faces_Pure_2_low.avi
1293566049	SMP	1	677.85	167.43	0	0	Faces_Pure_2_low.avi
1293599477	SMP	1	0	0	714.51	172.18	Faces_Pure_2_low.avi
1293632716	SMP	1	0	0	700.6	167.82	Faces_Pure_2_low.avi
1293666004	SMP	1	0	0	707.82	178.31	Faces_Pure_2_low.avi
1293699349	SMP	1	685.17	190.71	0	0	Faces_Pure_2_low.avi
1293732687	SMP	1	685.14	217.28	0	0	Faces_Pure_2_low.avi
1293766013	SMP	1	708.61	176.66	0	0	Faces_Pure_2_low.avi
1293799351	SMP	1	696.18	178.05	0	0	Faces_Pure_2_low.avi
1293832730	SMP	1	702.4	171.78	0	0	Faces_Pure_2_low.avi
1293866005	SMP	1	0	0	0	0	Faces_Pure_2_low.avi
1293899337	SMP	1	700.93	197.05	0	0	Faces_Pure_2_low.avi
1293932669	SMP	1	699.7	216.11	0	0	Faces_Pure_2_low.avi
1293966048	SMP	1	676.59	220.98	0	0	Faces_Pure_2_low.avi
1293999483	SMP	1	392.31	272.76	0	0	Faces_Pure_2_low.avi
1294032671	SMP	1	392.28	270.84	0	0	Faces_Pure_2_low.avi
1294065974	SMP	1	391.34	306.08	0	0	Faces_Pure_2_low.avi
1294099304	SMP	1	391.35	288.44	0	0	Faces_Pure_2_low.avi
1294132641	SMP	1	390.8	269.18	0	0	Faces_Pure_2_low.avi
1294165962	SMP	1	391.98	302.19	0	0	Faces_Pure_2_low.avi
1294199311	SMP	1	391.91	276.01	0	0	Faces_Pure_2_low.avi
1294232667	SMP	1	0	0	357.66	194.03	Faces_Pure_2_low.avi
1294265961	SMP	1	0	0	353.12	178.34	Faces_Pure_2_low.avi
1294299292	SMP	1	0	0	353.76	197.31	Faces_Pure_2_low.avi
1294332623	SMP	1	0	0	355.97	195.81	Faces_Pure_2_low.avi
1294365959	SMP	1	0	0	357.23	204.49	Faces_Pure_2_low.avi
1294399411	SMP	1	0	0	357.26	205.13	Faces_Pure_2_low.avi
