trial,Stimulus,Time,type,person,index
1,faces_pure_1_low.avi,0,NA,NA,NA
1,faces_pure_1_low.avi,0.0333,NA,NA,NA
1,faces_pure_1_low.avi,0.0666,NA,NA,NA
1,faces_pure_1_low.avi,0.1,NA,NA,NA
1,faces_pure_1_low.avi,0.1333,NA,NA,NA
1,faces_pure_1_low.avi,0.2,other,NA,NA
1,faces_pure_1_low.avi,0.2333,NA,NA,NA
1,faces_pure_1_low.avi,0.2666,NA,NA,NA
1,faces_pure_1_low.avi,0.3,other,NA,NA
1,faces_pure_1_low.avi,0.3333,NA,NA,NA
1,faces_pure_1_low.avi,0.4,NA,NA,NA
1,faces_pure_1_low.avi,0.4333,NA,NA,NA
1,faces_pure_1_low.avi,0.4666,NA,NA,NA
1,faces_pure_1_low.avi,0.5,NA,NA,NA
1,faces_pure_1_low.avi,0.5333,NA,NA,NA
1,faces_pure_1_low.avi,0.6,NA,NA,NA
1,faces_pure_1_low.avi,0.6333,NA,NA,NA
1,faces_pure_1_low.avi,0.6666,NA,NA,NA
1,faces_pure_1_low.avi,0.7,other,NA,NA
1,faces_pure_1_low.avi,0.7333,other,NA,NA
1,faces_pure_1_low.avi,0.8,other,NA,NA
1,faces_pure_1_low.avi,0.8333,NA,NA,NA
1,faces_pure_1_low.avi,0.8666,NA,NA,NA
1,faces_pure_1_low.avi,0.9,NA,NA,NA
1,faces_pure_1_low.avi,0.9333,NA,NA,NA
1,faces_pure_1_low.avi,1,NA,NA,NA
1,faces_pure_1_low.avi,1.0333,NA,NA,NA
1,faces_pure_1_low.avi,1.0666,NA,NA,NA
1,faces_pure_1_low.avi,1.1,NA,NA,NA
1,faces_pure_1_low.avi,1.1333,NA,NA,NA
1,faces_pure_1_low.avi,1.1666,NA,NA,NA
1,faces_pure_1_low.avi,1.2,NA,NA,NA
1,faces_pure_1_low.avi,1.2333,NA,NA,NA
1,faces_pure_1_low.avi,1.2666,NA,NA,NA
1,faces_pure_1_low.avi,1.3,NA,NA,NA
1,faces_pure_1_low.avi,1.3333,other,NA,NA
1,faces_pure_1_low.avi,1.4,other,NA,NA
1,faces_pure_1_low.avi,1.4333,other,NA,NA
1,faces_pure_1_low.avi,1.4666,other,NA,NA
1,faces_pure_1_low.avi,1.5,other,NA,NA
1,faces_pure_1_low.avi,1.5333,NA,NA,NA
1,faces_pure_1_low.avi,1.5666,other,NA,NA
1,faces_pure_1_low.avi,1.6,NA,NA,NA
1,faces_pure_1_low.avi,1.6333,NA,NA,NA
1,faces_pure_1_low.avi,1.6666,other,NA,NA
1,faces_pure_1_low.avi,1.7,other,NA,NA
1,faces_pure_1_low.avi,1.7333,other,NA,NA
1,faces_pure_1_low.avi,1.7666,other,NA,NA
1,faces_pure_1_low.avi,1.8,other,NA,NA
1,faces_pure_1_low.avi,1.8333,other,NA,NA
1,faces_pure_1_low.avi,1.8666,NA,NA,NA
1,faces_pure_1_low.avi,1.9,other,NA,NA
1,faces_pure_1_low.avi,1.9333,NA,NA,NA
1,faces_pure_1_low.avi,1.9666,other,NA,NA
1,faces_pure_1_low.avi,2,other,NA,NA
1,faces_pure_1_low.avi,2.0333,other,NA,NA
1,faces_pure_1_low.avi,2.0666,other,NA,NA
1,faces_pure_1_low.avi,2.1,other,NA,NA
1,faces_pure_1_low.avi,2.1333,other,NA,NA
1,faces_pure_1_low.avi,2.2,other,NA,NA
1,faces_pure_1_low.avi,2.2333,other,NA,NA
1,faces_pure_1_low.avi,2.2666,other,NA,NA
1,faces_pure_1_low.avi,2.3,face,unknown,1
1,faces_pure_1_low.avi,2.3333,mouth,unknown,1
1,faces_pure_1_low.avi,2.3333,eyes,unknown,1
1,faces_pure_1_low.avi,2.3333,face,unknown,1
1,faces_pure_1_low.avi,2.3666,other,NA,NA
1,faces_pure_1_low.avi,2.4,other,NA,NA
1,faces_pure_1_low.avi,2.4333,NA,NA,NA
1,faces_pure_1_low.avi,2.4666,other,NA,NA
1,faces_pure_1_low.avi,2.5,mouth,unknown,1
1,faces_pure_1_low.avi,2.5,eyes,unknown,1
1,faces_pure_1_low.avi,2.5,face,unknown,1
1,faces_pure_1_low.avi,2.5333,other,NA,NA
1,faces_pure_1_low.avi,2.5666,other,NA,NA
1,faces_pure_1_low.avi,2.6,mouth,unknown,1
1,faces_pure_1_low.avi,2.6,face,unknown,1
1,faces_pure_1_low.avi,2.6333,mouth,unknown,1
1,faces_pure_1_low.avi,2.6333,eyes,unknown,1
1,faces_pure_1_low.avi,2.6333,face,unknown,1
1,faces_pure_1_low.avi,2.6666,mouth,unknown,1
1,faces_pure_1_low.avi,2.6666,eyes,unknown,1
1,faces_pure_1_low.avi,2.6666,face,unknown,1
1,faces_pure_1_low.avi,2.7,other,NA,NA
1,faces_pure_1_low.avi,2.7333,mouth,unknown,1
1,faces_pure_1_low.avi,2.7333,eyes,unknown,1
1,faces_pure_1_low.avi,2.7333,face,unknown,1
1,faces_pure_1_low.avi,2.7666,mouth,unknown,1
1,faces_pure_1_low.avi,2.7666,face,unknown,1
1,faces_pure_1_low.avi,2.8,mouth,unknown,1
1,faces_pure_1_low.avi,2.8,eyes,unknown,1
1,faces_pure_1_low.avi,2.8,face,unknown,1
1,faces_pure_1_low.avi,2.8333,mouth,unknown,1
1,faces_pure_1_low.avi,2.8333,eyes,unknown,1
1,faces_pure_1_low.avi,2.8333,face,unknown,1
1,faces_pure_1_low.avi,2.8666,mouth,unknown,1
1,faces_pure_1_low.avi,2.8666,eyes,unknown,1
1,faces_pure_1_low.avi,2.8666,face,unknown,1
1,faces_pure_1_low.avi,2.9,mouth,unknown,1
1,faces_pure_1_low.avi,2.9,eyes,unknown,1
1,faces_pure_1_low.avi,2.9,face,unknown,1
1,faces_pure_1_low.avi,2.9333,other,NA,NA
1,faces_pure_1_low.avi,2.9666,other,NA,NA
1,faces_pure_1_low.avi,3,other,NA,NA
1,faces_pure_1_low.avi,3.0333,eyes,unknown,1
1,faces_pure_1_low.avi,3.0333,face,unknown,1
1,faces_pure_1_low.avi,3.0666,eyes,unknown,1
1,faces_pure_1_low.avi,3.0666,face,unknown,1
1,faces_pure_1_low.avi,3.1,other,NA,NA
1,faces_pure_1_low.avi,3.1333,eyes,unknown,1
1,faces_pure_1_low.avi,3.1333,face,unknown,1
1,faces_pure_1_low.avi,3.1666,eyes,unknown,1
1,faces_pure_1_low.avi,3.1666,face,unknown,1
1,faces_pure_1_low.avi,3.2,other,NA,NA
1,faces_pure_1_low.avi,3.2333,face,unknown,1
1,faces_pure_1_low.avi,3.2666,face,unknown,1
1,faces_pure_1_low.avi,3.3,face,unknown,1
1,faces_pure_1_low.avi,3.3333,face,unknown,1
1,faces_pure_1_low.avi,3.4,other,NA,NA
1,faces_pure_1_low.avi,3.4333,other,NA,NA
1,faces_pure_1_low.avi,3.4666,other,NA,NA
1,faces_pure_1_low.avi,3.5,other,NA,NA
1,faces_pure_1_low.avi,3.5333,other,NA,NA
1,faces_pure_1_low.avi,3.5666,face,unknown,1
1,faces_pure_1_low.avi,3.6,other,NA,NA
1,faces_pure_1_low.avi,3.6333,other,NA,NA
1,faces_pure_1_low.avi,3.6666,other,NA,NA
1,faces_pure_1_low.avi,3.7,other,NA,NA
1,faces_pure_1_low.avi,3.7333,other,NA,NA
1,faces_pure_1_low.avi,3.7666,other,NA,NA
1,faces_pure_1_low.avi,3.8,other,NA,NA
1,faces_pure_1_low.avi,3.8333,other,NA,NA
1,faces_pure_1_low.avi,3.8666,other,NA,NA
1,faces_pure_1_low.avi,3.9,other,NA,NA
1,faces_pure_1_low.avi,3.9333,other,NA,NA
1,faces_pure_1_low.avi,3.9666,other,NA,NA
1,faces_pure_1_low.avi,4,other,NA,NA
1,faces_pure_1_low.avi,4.0333,other,NA,NA
1,faces_pure_1_low.avi,4.0666,other,NA,NA
1,faces_pure_1_low.avi,4.1,other,NA,NA
1,faces_pure_1_low.avi,4.1333,face,unknown,2
1,faces_pure_1_low.avi,4.2,mouth,unknown,2
1,faces_pure_1_low.avi,4.2,face,unknown,2
1,faces_pure_1_low.avi,4.2333,face,unknown,2
1,faces_pure_1_low.avi,4.2666,other,NA,NA
1,faces_pure_1_low.avi,4.3,face,unknown,2
1,faces_pure_1_low.avi,4.3333,mouth,unknown,2
1,faces_pure_1_low.avi,4.3333,face,unknown,2
1,faces_pure_1_low.avi,4.3666,face,unknown,2
1,faces_pure_1_low.avi,4.4,face,unknown,2
1,faces_pure_1_low.avi,4.4333,mouth,unknown,2
1,faces_pure_1_low.avi,4.4333,face,unknown,2
1,faces_pure_1_low.avi,4.4666,face,unknown,2
1,faces_pure_1_low.avi,4.5,face,unknown,2
1,faces_pure_1_low.avi,4.5333,other,NA,NA
1,faces_pure_1_low.avi,4.5666,face,unknown,2
1,faces_pure_1_low.avi,4.6,face,unknown,2
1,faces_pure_1_low.avi,4.6333,face,unknown,2
1,faces_pure_1_low.avi,4.6666,face,unknown,2
1,faces_pure_1_low.avi,4.7,other,NA,NA
1,faces_pure_1_low.avi,4.7333,other,NA,NA
1,faces_pure_1_low.avi,4.7666,other,NA,NA
1,faces_pure_1_low.avi,4.8,other,NA,NA
1,faces_pure_1_low.avi,4.8333,other,NA,NA
1,faces_pure_1_low.avi,4.8666,other,NA,NA
1,faces_pure_1_low.avi,4.9,other,NA,NA
1,faces_pure_1_low.avi,4.9333,other,NA,NA
1,faces_pure_1_low.avi,4.9666,other,NA,NA
1,faces_pure_1_low.avi,5,other,NA,NA
1,faces_pure_1_low.avi,5.0333,other,NA,NA
1,faces_pure_1_low.avi,5.0666,other,NA,NA
1,faces_pure_1_low.avi,5.1,other,NA,NA
1,faces_pure_1_low.avi,5.1333,other,NA,NA
1,faces_pure_1_low.avi,5.1666,other,NA,NA
1,faces_pure_1_low.avi,5.2,other,NA,NA
1,faces_pure_1_low.avi,5.2333,other,NA,NA
1,faces_pure_1_low.avi,5.2666,other,NA,NA
1,faces_pure_1_low.avi,5.3,other,NA,NA
1,faces_pure_1_low.avi,5.3333,other,NA,NA
1,faces_pure_1_low.avi,5.3666,other,NA,NA
1,faces_pure_1_low.avi,5.4,face,unknown,2
1,faces_pure_1_low.avi,5.4333,other,NA,NA
1,faces_pure_1_low.avi,5.4666,other,NA,NA
1,faces_pure_1_low.avi,5.5,other,NA,NA
1,faces_pure_1_low.avi,5.5333,other,NA,NA
1,faces_pure_1_low.avi,5.5666,other,NA,NA
1,faces_pure_1_low.avi,5.6,other,NA,NA
1,faces_pure_1_low.avi,5.6333,other,NA,NA
1,faces_pure_1_low.avi,5.6666,other,NA,NA
1,faces_pure_1_low.avi,5.7,other,NA,NA
1,faces_pure_1_low.avi,5.7333,other,NA,NA
1,faces_pure_1_low.avi,5.7666,other,NA,NA
1,faces_pure_1_low.avi,5.8,other,NA,NA
1,faces_pure_1_low.avi,5.8333,other,NA,NA
1,faces_pure_1_low.avi,5.8666,other,NA,NA
1,faces_pure_1_low.avi,5.9,other,NA,NA
1,faces_pure_1_low.avi,5.9333,other,NA,NA
1,faces_pure_1_low.avi,5.9666,other,NA,NA
1,faces_pure_1_low.avi,6,other,NA,NA
1,faces_pure_1_low.avi,6.0333,other,NA,NA
1,faces_pure_1_low.avi,6.0666,other,NA,NA
1,faces_pure_1_low.avi,6.1,other,NA,NA
1,faces_pure_1_low.avi,6.1333,other,NA,NA
1,faces_pure_1_low.avi,6.1666,other,NA,NA
1,faces_pure_1_low.avi,6.2,other,NA,NA
1,faces_pure_1_low.avi,6.2333,other,NA,NA
1,faces_pure_1_low.avi,6.2666,other,NA,NA
1,faces_pure_1_low.avi,6.3,other,NA,NA
1,faces_pure_1_low.avi,6.3333,other,NA,NA
1,faces_pure_1_low.avi,6.3666,face,unknown,2
1,faces_pure_1_low.avi,6.4,other,NA,NA
1,faces_pure_1_low.avi,6.4333,other,NA,NA
1,faces_pure_1_low.avi,6.4666,other,NA,NA
1,faces_pure_1_low.avi,6.5,other,NA,NA
1,faces_pure_1_low.avi,6.5333,face,unknown,2
1,faces_pure_1_low.avi,6.5666,face,unknown,2
1,faces_pure_1_low.avi,6.6,other,NA,NA
1,faces_pure_1_low.avi,6.6333,other,NA,NA
1,faces_pure_1_low.avi,6.6666,other,NA,NA
1,faces_pure_1_low.avi,6.7,face,unknown,2
1,faces_pure_1_low.avi,6.7333,other,NA,NA
1,faces_pure_1_low.avi,6.7666,face,unknown,2
1,faces_pure_1_low.avi,6.8,other,NA,NA
1,faces_pure_1_low.avi,6.8333,other,NA,NA
1,faces_pure_1_low.avi,6.8666,other,NA,NA
1,faces_pure_1_low.avi,6.9,other,NA,NA
1,faces_pure_1_low.avi,6.9333,other,NA,NA
1,faces_pure_1_low.avi,6.9666,other,NA,NA
1,faces_pure_1_low.avi,7,other,NA,NA
1,faces_pure_1_low.avi,7.0333,other,NA,NA
1,faces_pure_1_low.avi,7.0666,other,NA,NA
1,faces_pure_1_low.avi,7.1,other,NA,NA
1,faces_pure_1_low.avi,7.1333,other,NA,NA
1,faces_pure_1_low.avi,7.1666,other,NA,NA
1,faces_pure_1_low.avi,7.2,other,NA,NA
1,faces_pure_1_low.avi,7.2333,other,NA,NA
1,faces_pure_1_low.avi,7.2666,other,NA,NA
1,faces_pure_1_low.avi,7.3,other,NA,NA
1,faces_pure_1_low.avi,7.3333,other,NA,NA
1,faces_pure_1_low.avi,7.3666,other,NA,NA
1,faces_pure_1_low.avi,7.4,other,NA,NA
1,faces_pure_1_low.avi,7.4333,other,NA,NA
1,faces_pure_1_low.avi,7.4666,other,NA,NA
1,faces_pure_1_low.avi,7.5,other,NA,NA
1,faces_pure_1_low.avi,7.5333,other,NA,NA
1,faces_pure_1_low.avi,7.5666,other,NA,NA
1,faces_pure_1_low.avi,7.6,other,NA,NA
1,faces_pure_1_low.avi,7.6333,other,NA,NA
1,faces_pure_1_low.avi,7.6666,eyes,unknown,2
1,faces_pure_1_low.avi,7.6666,face,unknown,2
1,faces_pure_1_low.avi,7.7,eyes,unknown,2
1,faces_pure_1_low.avi,7.7,face,unknown,2
1,faces_pure_1_low.avi,7.7333,eyes,unknown,2
1,faces_pure_1_low.avi,7.7333,face,unknown,2
1,faces_pure_1_low.avi,7.7666,eyes,unknown,2
1,faces_pure_1_low.avi,7.7666,face,unknown,2
1,faces_pure_1_low.avi,7.8,eyes,unknown,2
1,faces_pure_1_low.avi,7.8,face,unknown,2
1,faces_pure_1_low.avi,7.8333,eyes,unknown,2
1,faces_pure_1_low.avi,7.8333,face,unknown,2
1,faces_pure_1_low.avi,7.8666,eyes,unknown,2
1,faces_pure_1_low.avi,7.8666,face,unknown,2
1,faces_pure_1_low.avi,7.9,eyes,unknown,2
1,faces_pure_1_low.avi,7.9,face,unknown,2
1,faces_pure_1_low.avi,7.9333,eyes,unknown,2
1,faces_pure_1_low.avi,7.9333,face,unknown,2
1,faces_pure_1_low.avi,7.9666,mouth,unknown,2
1,faces_pure_1_low.avi,7.9666,eyes,unknown,2
1,faces_pure_1_low.avi,7.9666,face,unknown,2
1,faces_pure_1_low.avi,8,eyes,unknown,2
1,faces_pure_1_low.avi,8,face,unknown,2
1,faces_pure_1_low.avi,8.0333,mouth,unknown,2
1,faces_pure_1_low.avi,8.0333,eyes,unknown,2
1,faces_pure_1_low.avi,8.0333,face,unknown,2
1,faces_pure_1_low.avi,8.0666,mouth,unknown,2
1,faces_pure_1_low.avi,8.0666,face,unknown,2
1,faces_pure_1_low.avi,8.1,eyes,unknown,2
1,faces_pure_1_low.avi,8.1,face,unknown,2
1,faces_pure_1_low.avi,8.1333,mouth,unknown,2
1,faces_pure_1_low.avi,8.1333,eyes,unknown,2
1,faces_pure_1_low.avi,8.1333,face,unknown,2
1,faces_pure_1_low.avi,8.1666,face,unknown,2
1,faces_pure_1_low.avi,8.2,mouth,unknown,2
1,faces_pure_1_low.avi,8.2,eyes,unknown,2
1,faces_pure_1_low.avi,8.2,face,unknown,2
1,faces_pure_1_low.avi,8.2333,mouth,unknown,2
1,faces_pure_1_low.avi,8.2333,eyes,unknown,2
1,faces_pure_1_low.avi,8.2333,face,unknown,2
1,faces_pure_1_low.avi,8.2666,mouth,unknown,2
1,faces_pure_1_low.avi,8.2666,face,unknown,2
1,faces_pure_1_low.avi,8.3,mouth,unknown,2
1,faces_pure_1_low.avi,8.3,eyes,unknown,2
1,faces_pure_1_low.avi,8.3,face,unknown,2
1,faces_pure_1_low.avi,8.3333,mouth,unknown,2
1,faces_pure_1_low.avi,8.3333,eyes,unknown,2
1,faces_pure_1_low.avi,8.3333,face,unknown,2
1,faces_pure_1_low.avi,8.3666,mouth,unknown,2
1,faces_pure_1_low.avi,8.3666,face,unknown,2
1,faces_pure_1_low.avi,8.4,NA,NA,NA
1,faces_pure_1_low.avi,8.4333,mouth,unknown,2
1,faces_pure_1_low.avi,8.4333,face,unknown,2
1,faces_pure_1_low.avi,8.4666,mouth,unknown,2
1,faces_pure_1_low.avi,8.4666,face,unknown,2
1,faces_pure_1_low.avi,8.5,mouth,unknown,2
1,faces_pure_1_low.avi,8.5,face,unknown,2
1,faces_pure_1_low.avi,8.5333,mouth,unknown,2
1,faces_pure_1_low.avi,8.5333,face,unknown,2
1,faces_pure_1_low.avi,8.5666,eyes,unknown,2
1,faces_pure_1_low.avi,8.5666,face,unknown,2
1,faces_pure_1_low.avi,8.6,mouth,unknown,2
1,faces_pure_1_low.avi,8.6,face,unknown,2
1,faces_pure_1_low.avi,8.6333,eyes,unknown,2
1,faces_pure_1_low.avi,8.6333,face,unknown,2
1,faces_pure_1_low.avi,8.6666,other,NA,NA
1,faces_pure_1_low.avi,8.7,other,NA,NA
1,faces_pure_1_low.avi,8.7333,other,NA,NA
1,faces_pure_1_low.avi,8.7666,other,NA,NA
1,faces_pure_1_low.avi,8.8,other,NA,NA
1,faces_pure_1_low.avi,8.8333,other,NA,NA
1,faces_pure_1_low.avi,8.8666,other,NA,NA
1,faces_pure_1_low.avi,8.9,other,NA,NA
1,faces_pure_1_low.avi,8.9333,other,NA,NA
1,faces_pure_1_low.avi,8.9666,other,NA,NA
1,faces_pure_1_low.avi,9,other,NA,NA
1,faces_pure_1_low.avi,9.0333,other,NA,NA
1,faces_pure_1_low.avi,9.0666,other,NA,NA
1,faces_pure_1_low.avi,9.1,other,NA,NA
1,faces_pure_1_low.avi,9.1333,other,NA,NA
1,faces_pure_1_low.avi,9.1666,other,NA,NA
1,faces_pure_1_low.avi,9.2,other,NA,NA
1,faces_pure_1_low.avi,9.2333,other,NA,NA
1,faces_pure_1_low.avi,9.2666,other,NA,NA
1,faces_pure_1_low.avi,9.3,other,NA,NA
1,faces_pure_1_low.avi,9.3333,other,NA,NA
1,faces_pure_1_low.avi,9.3666,other,NA,NA
1,faces_pure_1_low.avi,9.4,other,NA,NA
1,faces_pure_1_low.avi,9.4333,other,NA,NA
1,faces_pure_1_low.avi,9.4666,other,NA,NA
1,faces_pure_1_low.avi,9.5,other,NA,NA
1,faces_pure_1_low.avi,9.5333,NA,NA,NA
1,faces_pure_1_low.avi,9.5666,NA,NA,NA
1,faces_pure_1_low.avi,9.6,face,unknown,3
1,faces_pure_1_low.avi,9.6333,other,NA,NA
1,faces_pure_1_low.avi,9.6666,other,NA,NA
1,faces_pure_1_low.avi,9.7,other,NA,NA
1,faces_pure_1_low.avi,9.7333,other,NA,NA
1,faces_pure_1_low.avi,9.7666,other,NA,NA
1,faces_pure_1_low.avi,9.8,other,NA,NA
1,faces_pure_1_low.avi,9.8333,other,NA,NA
1,faces_pure_1_low.avi,9.8666,other,NA,NA
1,faces_pure_1_low.avi,9.9,other,NA,NA
1,faces_pure_1_low.avi,9.9333,other,NA,NA
1,faces_pure_1_low.avi,9.9666,other,NA,NA
1,faces_pure_1_low.avi,10,other,NA,NA
1,faces_pure_1_low.avi,10.0333,other,NA,NA
1,faces_pure_1_low.avi,10.0666,other,NA,NA
1,faces_pure_1_low.avi,10.1,other,NA,NA
1,faces_pure_1_low.avi,10.1333,other,NA,NA
1,faces_pure_1_low.avi,10.1666,other,NA,NA
1,faces_pure_1_low.avi,10.2,other,NA,NA
1,faces_pure_1_low.avi,10.2333,other,NA,NA
1,faces_pure_1_low.avi,10.2666,other,NA,NA
1,faces_pure_1_low.avi,10.3,other,NA,NA
1,faces_pure_1_low.avi,10.3333,other,NA,NA
1,faces_pure_1_low.avi,10.3666,other,NA,NA
1,faces_pure_1_low.avi,10.4,other,NA,NA
1,faces_pure_1_low.avi,10.4333,other,NA,NA
1,faces_pure_1_low.avi,10.4666,other,NA,NA
1,faces_pure_1_low.avi,10.5,other,NA,NA
1,faces_pure_1_low.avi,10.5333,other,NA,NA
1,faces_pure_1_low.avi,10.5666,other,NA,NA
1,faces_pure_1_low.avi,10.6,other,NA,NA
1,faces_pure_1_low.avi,10.6333,other,NA,NA
1,faces_pure_1_low.avi,10.6666,other,NA,NA
1,faces_pure_1_low.avi,10.7,other,NA,NA
1,faces_pure_1_low.avi,10.7333,other,NA,NA
1,faces_pure_1_low.avi,10.7666,other,NA,NA
1,faces_pure_1_low.avi,10.8,other,NA,NA
1,faces_pure_1_low.avi,10.8333,other,NA,NA
1,faces_pure_1_low.avi,10.8666,other,NA,NA
1,faces_pure_1_low.avi,10.9,other,NA,NA
1,faces_pure_1_low.avi,10.9333,other,NA,NA
1,faces_pure_1_low.avi,10.9666,other,NA,NA
1,faces_pure_1_low.avi,11,other,NA,NA
1,faces_pure_1_low.avi,11.0333,other,NA,NA
1,faces_pure_1_low.avi,11.0666,other,NA,NA
1,faces_pure_1_low.avi,11.1,other,NA,NA
1,faces_pure_1_low.avi,11.1333,other,NA,NA
1,faces_pure_1_low.avi,11.1666,other,NA,NA
1,faces_pure_1_low.avi,11.2,other,NA,NA
1,faces_pure_1_low.avi,11.2333,other,NA,NA
1,faces_pure_1_low.avi,11.2666,other,NA,NA
1,faces_pure_1_low.avi,11.3,other,NA,NA
1,faces_pure_1_low.avi,11.3333,other,NA,NA
1,faces_pure_1_low.avi,11.3666,other,NA,NA
1,faces_pure_1_low.avi,11.4,other,NA,NA
1,faces_pure_1_low.avi,11.4333,other,NA,NA
1,faces_pure_1_low.avi,11.4666,other,NA,NA
1,faces_pure_1_low.avi,11.5,other,NA,NA
1,faces_pure_1_low.avi,11.5333,other,NA,NA
1,faces_pure_1_low.avi,11.5666,other,NA,NA
1,faces_pure_1_low.avi,11.6,other,NA,NA
1,faces_pure_1_low.avi,11.6333,other,NA,NA
1,faces_pure_1_low.avi,11.6666,other,NA,NA
1,faces_pure_1_low.avi,11.7,other,NA,NA
1,faces_pure_1_low.avi,11.7333,other,NA,NA
1,faces_pure_1_low.avi,11.7666,other,NA,NA
1,faces_pure_1_low.avi,11.8,face,unknown,3
1,faces_pure_1_low.avi,11.8333,mouth,unknown,3
1,faces_pure_1_low.avi,11.8333,face,unknown,3
1,faces_pure_1_low.avi,11.8666,mouth,unknown,3
1,faces_pure_1_low.avi,11.8666,eyes,unknown,3
1,faces_pure_1_low.avi,11.8666,face,unknown,3
1,faces_pure_1_low.avi,11.9,mouth,unknown,3
1,faces_pure_1_low.avi,11.9,face,unknown,3
1,faces_pure_1_low.avi,11.9333,mouth,unknown,3
1,faces_pure_1_low.avi,11.9333,face,unknown,3
1,faces_pure_1_low.avi,11.9666,mouth,unknown,3
1,faces_pure_1_low.avi,11.9666,face,unknown,3
1,faces_pure_1_low.avi,12,mouth,unknown,3
1,faces_pure_1_low.avi,12,face,unknown,3
1,faces_pure_1_low.avi,12.0333,other,NA,NA
1,faces_pure_1_low.avi,12.0666,face,unknown,3
1,faces_pure_1_low.avi,12.1,face,unknown,3
1,faces_pure_1_low.avi,12.1333,face,unknown,3
1,faces_pure_1_low.avi,12.1666,other,NA,NA
1,faces_pure_1_low.avi,12.2,other,NA,NA
1,faces_pure_1_low.avi,12.2333,NA,NA,NA
1,faces_pure_1_low.avi,12.2666,other,NA,NA
1,faces_pure_1_low.avi,12.3,other,NA,NA
1,faces_pure_1_low.avi,12.3333,other,NA,NA
1,faces_pure_1_low.avi,12.3666,other,NA,NA
1,faces_pure_1_low.avi,12.4,other,NA,NA
1,faces_pure_1_low.avi,12.4333,other,NA,NA
1,faces_pure_1_low.avi,12.4666,other,NA,NA
1,faces_pure_1_low.avi,12.5,other,NA,NA
1,faces_pure_1_low.avi,12.5333,other,NA,NA
1,faces_pure_1_low.avi,12.5666,other,NA,NA
1,faces_pure_1_low.avi,12.6,other,NA,NA
1,faces_pure_1_low.avi,12.6333,other,NA,NA
1,faces_pure_1_low.avi,12.6666,other,NA,NA
1,faces_pure_1_low.avi,12.7,other,NA,NA
1,faces_pure_1_low.avi,12.7333,other,NA,NA
1,faces_pure_1_low.avi,12.7666,other,NA,NA
1,faces_pure_1_low.avi,12.8,other,NA,NA
1,faces_pure_1_low.avi,12.8333,other,NA,NA
1,faces_pure_1_low.avi,12.8666,other,NA,NA
1,faces_pure_1_low.avi,12.9,other,NA,NA
1,faces_pure_1_low.avi,12.9333,other,NA,NA
1,faces_pure_1_low.avi,12.9666,other,NA,NA
1,faces_pure_1_low.avi,13,other,NA,NA
1,faces_pure_1_low.avi,13.0333,other,NA,NA
1,faces_pure_1_low.avi,13.0666,other,NA,NA
1,faces_pure_1_low.avi,13.1,other,NA,NA
1,faces_pure_1_low.avi,13.1333,other,NA,NA
1,faces_pure_1_low.avi,13.1666,other,NA,NA
1,faces_pure_1_low.avi,13.2,NA,NA,NA
1,faces_pure_1_low.avi,13.2333,other,NA,NA
1,faces_pure_1_low.avi,13.2666,other,NA,NA
1,faces_pure_1_low.avi,13.3,other,NA,NA
1,faces_pure_1_low.avi,13.3333,other,NA,NA
1,faces_pure_1_low.avi,13.3666,other,NA,NA
1,faces_pure_1_low.avi,13.4,other,NA,NA
1,faces_pure_1_low.avi,13.4333,NA,NA,NA
1,faces_pure_1_low.avi,13.4666,other,NA,NA
1,faces_pure_1_low.avi,13.5,other,NA,NA
1,faces_pure_1_low.avi,13.5333,other,NA,NA
1,faces_pure_1_low.avi,13.5666,other,NA,NA
1,faces_pure_1_low.avi,13.6,other,NA,NA
1,faces_pure_1_low.avi,13.6333,other,NA,NA
1,faces_pure_1_low.avi,13.6666,other,NA,NA
1,faces_pure_1_low.avi,13.7,other,NA,NA
1,faces_pure_1_low.avi,13.7333,other,NA,NA
1,faces_pure_1_low.avi,13.7666,other,NA,NA
1,faces_pure_1_low.avi,13.8,other,NA,NA
1,faces_pure_1_low.avi,13.8333,other,NA,NA
1,faces_pure_1_low.avi,13.8666,other,NA,NA
1,faces_pure_1_low.avi,13.9,other,NA,NA
1,faces_pure_1_low.avi,13.9333,other,NA,NA
1,faces_pure_1_low.avi,13.9666,other,NA,NA
1,faces_pure_1_low.avi,14,other,NA,NA
1,faces_pure_1_low.avi,14.0333,other,NA,NA
1,faces_pure_1_low.avi,14.0666,other,NA,NA
1,faces_pure_1_low.avi,14.1,other,NA,NA
1,faces_pure_1_low.avi,14.1333,other,NA,NA
1,faces_pure_1_low.avi,14.1666,other,NA,NA
1,faces_pure_1_low.avi,14.2,other,NA,NA
1,faces_pure_1_low.avi,14.2333,other,NA,NA
1,faces_pure_1_low.avi,14.2666,other,NA,NA
1,faces_pure_1_low.avi,14.3,other,NA,NA
1,faces_pure_1_low.avi,14.3333,other,NA,NA
1,faces_pure_1_low.avi,14.3666,other,NA,NA
1,faces_pure_1_low.avi,14.4,other,NA,NA
1,faces_pure_1_low.avi,14.4333,other,NA,NA
1,faces_pure_1_low.avi,14.4666,other,NA,NA
1,faces_pure_1_low.avi,14.5,other,NA,NA
1,faces_pure_1_low.avi,14.5333,other,NA,NA
1,faces_pure_1_low.avi,14.5666,other,NA,NA
1,faces_pure_1_low.avi,14.6,other,NA,NA
1,faces_pure_1_low.avi,14.6333,NA,NA,NA
